car_dealership,price,city,brand,model,release_date,type_of_ban,color,distance,gearbox,gear,is_new,views,owners,market,seats,Yüngül lehimli disklər,ABS,Lyuk,Yağış sensoru,Mərkəzi qapanma,Park radarı,Kondisioner,Oturacaqların isidilməsi,Dəri salon,Ksenon lampalar,Arxa görüntü kamerası,Yan pərdələr,Oturacaqların ventilyasiyası,engine_power,horsepower,fuel,condition_1,condition_2,day,month,year
0,31500.0,Bakı,Hyundai,Santa Fe,2013,Offroader / SUV,Ağ,114000,Avtomat,Ön,0,1730,1,Amerika,5,1,1,1,1,1,1,1,1,1,1,1,1,0,2,274,Benzin,0,0,23,5,2023
0,42160.0,Bakı,BMW,528,2015,Sedan,Boz,24000,Avtomat,Arxa,0,379,1,Amerika,5,1,1,1,1,1,1,1,1,1,1,1,1,1,2,245,Benzin,0,0,28,5,2023
0,14900.0,Bakı,Kia,Ceed,2008,Universal,Gümüşü,162000,Mexaniki,Ön,0,1064,1,Avropa,5,1,1,0,1,1,1,1,1,0,1,0,1,1,1,115,Dizel,0,0,28,5,2023
0,50830.0,Bakı,BMW,X6 M,2012,Offroader / SUV,Göy,145000,Avtomat,Tam,0,915,1,Rəsmi diler,7,1,1,1,1,1,1,1,1,1,1,1,1,1,4,555,Benzin,0,0,26,5,2023
0,8200.0,İmişli,Mercedes,E 220,1997,Sedan,Bənövşəyi,786000,Mexaniki,Arxa,0,2245,2,Avropa,5,1,1,1,0,1,0,1,1,0,1,0,1,0,2,143,Dizel,0,0,28,5,2023
1,12900.0,Sumqayıt,Hyundai,Sonata,2006,Sedan,Ağ,154000,Avtomat,Ön,0,13278,2,Rəsmi diler,5,1,1,0,1,1,1,1,0,0,1,1,1,0,2,161,Benzin,0,0,28,5,2023
1,13900.0,Sumqayıt,Hyundai,i30,2010,Universal,Qara,285021,Mexaniki,Ön,0,2514,1,Avropa,5,1,1,0,1,1,1,1,1,0,1,1,1,1,1,116,Dizel,0,0,28,5,2023
0,18500.0,Bakı,BMW,320,2009,Sedan,Qara,160000,Avtomat,Arxa,0,2676,1,Yaponiya,5,1,1,0,0,1,0,1,0,1,1,0,0,0,2,170,Benzin,0,0,28,5,2023
0,14900.0,Bakı,Toyota,Prius,2007,Liftbek,Gümüşü,420039,Avtomat,Ön,0,97,2,Amerika,5,1,1,0,1,1,1,1,0,1,1,1,0,0,1,76,Hibrid,0,0,28,5,2023
0,254983.0,Bakı,Land Rover,Defender,2022,Offroader / SUV,Qara,0,Avtomat,Tam,0,8601,1,Rəsmi diler,5,1,1,1,1,1,1,1,1,1,1,1,1,1,3,400,Benzin,0,0,27,5,2023
0,10500.0,Lənkəran,Opel,Astra,2005,Universal,Gümüşü,210000,Mexaniki,Ön,0,145,1,Avropa,4,1,1,0,1,1,1,1,1,0,0,0,1,1,1,90,Dizel,0,0,28,5,2023
0,12900.0,Bakı,Toyota,Auris,2009,Hetçbek,Ağ,187000,Mexaniki,Ön,0,1591,2,Avropa,5,1,0,0,0,1,0,1,0,0,0,1,1,0,1,97,Benzin,0,0,27,5,2023
0,39950.0,Bakı,Mercedes,C 180,2014,Sedan,Ağ,135000,Avtomat,Arxa,0,9197,1,Avropa,5,1,1,1,1,1,1,1,1,1,1,1,1,0,1,156,Benzin,0,0,26,5,2023
1,105400.0,Bakı,Lexus,ES 300h,2022,Sedan,Qara,0,Avtomat,Ön,0,7457,1,Rəsmi diler,5,1,1,1,1,1,1,1,1,1,1,1,0,1,2,218,Hibrid,0,0,19,5,2023
0,16000.0,Bakı,Mercedes,E 220,2001,Universal,Göy,595000,Avtomat,Ön,0,506,1,Avropa,5,0,1,0,1,1,1,0,0,0,0,0,0,0,2,143,Dizel,0,0,27,5,2023
1,86700.0,Bakı,Mercedes,GLA 250,2021,Offroader / SUV,Ağ,5900,Avtomat,Tam,0,21984,1,Amerika,7,1,1,0,1,1,1,1,1,1,1,1,0,0,2,211,Benzin,0,0,26,5,2023
0,27200.0,Bakı,Hyundai,Elantra,2015,Sedan,Ağ,200000,Avtomat,Ön,0,720,1,Koreya,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,128,Dizel,0,0,27,5,2023
0,19000.0,Bakı,Mercedes,ML 500,2005,Offroader / SUV,Qara,258000,Avtomat,Arxa,0,4344,5,Avropa,5,1,1,1,1,1,1,1,1,1,1,1,1,1,5,306,Benzin,0,0,27,5,2023
0,7300.0,Bakı,Tofas,Sahin,2006,Sedan,Gümüşü,96000,Mexaniki,Arxa,0,717,1,Digər,5,1,0,0,0,1,0,0,0,0,1,0,0,0,1,86,Benzin,0,0,25,5,2023
0,19200.0,Bakı,Mercedes,E 220,2005,Universal,Gümüşü,261900,Avtomat,Arxa,0,239,2,Avropa,5,1,1,0,1,1,1,1,1,0,1,0,1,1,2,150,Dizel,0,0,26,5,2023
0,15000.0,Bakı,Toyota,Prius,2007,Liftbek,Gümüşü,233100,Avtomat,Ön,0,1699,1,Amerika,5,0,1,0,0,1,0,1,0,0,0,0,0,0,1,76,Hibrid,0,0,25,5,2023
1,9400.0,Sumqayıt,Mercedes,C 200,2000,Universal,Gümüşü,306021,Mexaniki,Arxa,0,35639,1,Avropa,5,1,1,0,1,1,1,1,1,0,1,1,1,1,2,136,Benzin,0,0,28,5,2023
1,81600.0,Bakı,Bentley,Continental Flying Spur,2007,Sedan,Qara,44000,Avtomat,Tam,0,5044,1,Avropa,5,1,1,1,1,1,1,1,1,1,1,0,1,1,6,610,Benzin,0,0,15,5,2023
1,105230.0,Lənkəran,Toyota,Avalon,2022,Sedan,Qara,0,Avtomat,Ön,0,3490,1,Rəsmi diler,5,1,1,1,1,1,1,1,1,1,1,1,0,1,2,218,Hibrid,0,0,28,5,2023
0,12400.0,Bakı,LADA (VAZ),Priora,2015,Hetçbek,Ağ,157988,Mexaniki,Ön,0,578,1,Rusiya,4,1,1,0,1,1,1,1,1,0,0,1,1,0,1,98,Benzin,0,0,28,5,2023
0,26400.0,Bakı,Kia,Sorento,2009,Offroader / SUV,Gümüşü,91717,Avtomat,Ön,0,1640,0,Koreya,7,1,1,1,1,1,1,1,1,1,1,1,1,1,2,184,Dizel,0,0,25,5,2023
0,16300.0,Bakı,Hyundai,Elantra,2008,Sedan,Gümüşü,179000,Avtomat,Ön,0,1380,1,Koreya,5,1,1,0,1,1,1,1,1,0,1,1,1,1,1,115,Dizel,0,0,28,5,2023
0,14500.0,Bakı,Nissan,Tiida,2011,Hetçbek,Qara,41000,Avtomat,Ön,0,139,1,Yaponiya,5,1,1,0,1,1,1,1,1,1,1,1,1,1,1,109,Benzin,0,0,28,5,2023
0,4300.0,Gəncə,LADA (VAZ),2110,1999,Sedan,Bənövşəyi,252525,Mexaniki,Ön,0,911,1,Rusiya,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,80,Benzin,0,0,26,5,2023
0,17700.0,Bakı,Kia,Ceed,2011,Universal,Yaş Asfalt,165000,Mexaniki,Ön,0,1375,1,Avropa,5,1,1,0,1,1,0,1,0,0,0,0,0,0,1,115,Dizel,0,0,28,5,2023
0,17400.0,Bakı,Toyota,Prius,2010,Liftbek,Qara,250300,Variator,Ön,0,2879,0,Amerika,5,1,1,1,0,1,0,1,0,1,1,1,0,0,1,99,Hibrid,0,1,24,5,2023
0,8650.0,Goranboy,Opel,Astra,1998,Universal,Boz,254785,Mexaniki,Ön,0,337,5,Avropa,5,1,1,0,0,1,0,1,0,1,1,1,1,0,1,101,Benzin,0,0,27,5,2023
0,44000.0,Bakı,Kia,Sorento,2015,Offroader / SUV,Yaş Asfalt,168300,Avtomat,Ön,0,809,1,Koreya,5,1,1,1,1,1,1,1,1,1,1,1,1,1,2,197,Dizel,0,0,28,5,2023
1,21500.0,Bakı,Wuling,Mini EV,2022,Hetçbek,Ağ,0,Avtomat,Arxa,0,130388,1,Rəsmi diler,4,0,1,0,0,1,1,1,0,0,0,1,0,0,0,27,Elektro,0,0,28,5,2023
0,23000.0,Bakı,Hyundai,Santa Fe,2008,Offroader / SUV,Ağ,237500,Avtomat,Ön,0,74,1,Koreya,7,1,1,1,1,1,1,1,1,1,0,1,1,1,2,184,Dizel,0,0,28,5,2023
0,11000.0,Bakı,Opel,Astra,2005,Hetçbek,Göy,155000,Mexaniki,Ön,0,1592,1,Avropa,5,1,1,0,0,1,0,1,0,0,0,0,1,0,1,90,Benzin,0,0,26,5,2023
0,7600.0,Bakı,Mercedes,C 230,1997,Sedan,Gümüşü,185000,Avtomat,Arxa,0,30374,2,Digər,5,0,1,1,1,1,1,1,1,1,1,1,0,0,2,150,Benzin,0,1,28,5,2023
1,8799.0,Bakı,Yamaha,R15 V4,2023,Motosiklet,Göy,0,Mexaniki,Arxa,0,5519,1,Avropa,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18,Benzin,0,0,26,5,2023
1,15000.0,Bakı,Nissan,Tiida,2011,Sedan,Ağ,66900,Avtomat,Ön,0,1815,1,Yaponiya,5,0,1,0,1,1,0,1,0,0,0,1,0,1,1,109,Benzin,0,0,27,5,2023
0,6000.0,Bakı,LADA (VAZ),2107,2005,Sedan,Ağ,45000,Mexaniki,Arxa,0,147,1,Rusiya,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,75,Benzin,0,0,28,5,2023
0,25500.0,Bakı,Hyundai,Grandeur,2012,Sedan,Qara,209000,Avtomat,Ön,0,1234,1,Avropa,5,1,1,1,1,1,1,1,1,1,1,1,1,1,2,180,Benzin,0,0,28,5,2023
0,62900.0,Bakı,Audi,Q7,2015,Offroader / SUV,Qara,113000,Avtomat,Tam,0,3520,1,Rəsmi diler,7,1,1,1,1,1,1,1,1,1,1,1,1,0,3,333,Benzin,0,0,28,5,2023
0,8800.0,Bakı,LADA (VAZ),Niva,2012,Offroader / SUV,Ağ,199000,Mexaniki,Tam,0,1316,1,Rusiya,5,1,1,0,0,1,0,0,0,1,0,1,1,0,1,80,Benzin,0,0,26,5,2023
0,73950.0,Bakı,Mercedes,E 200,2017,Sedan,Qara,88000,Avtomat,Arxa,0,1872,0,Avropa,5,1,1,0,1,1,1,1,1,1,1,1,1,1,2,150,Dizel,0,0,26,5,2023
0,39950.0,Bakı,Jaguar,XJ L,2010,Sedan,Qara,161000,Avtomat,Tam,0,2380,2,Avropa,5,1,1,1,1,1,1,1,1,1,1,1,1,1,5,470,Benzin,0,0,26,5,2023
0,7800.0,Bakı,Mercedes,C 220,1994,Sedan,Gümüşü,454000,Avtomat,Arxa,0,511,1,Avropa,5,1,1,1,1,1,0,0,0,0,0,0,0,0,2,150,Benzin,0,0,27,5,2023
1,36800.0,Sumqayıt,Hyundai,Santa Fe,2013,Offroader / SUV,Qara,144000,Avtomat,Ön,0,2112,1,Koreya,7,1,1,1,1,1,1,1,1,1,1,1,1,1,2,184,Dizel,0,0,26,5,2023
0,4000.0,Cəlilabad,LADA (VAZ),2106,1997,Sedan,Göy,44338,Mexaniki,Arxa,0,1442,2,Rusiya,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,75,Benzin,0,1,27,5,2023
0,16700.0,Bakı,Mercedes,E 220,2001,Sedan,Gümüşü,556356,Avtomat,Arxa,0,661,1,Avropa,5,1,1,1,1,1,0,1,0,0,0,1,1,0,2,143,Dizel,0,1,27,5,2023
1,144330.0,Bakı,Mercedes,G 63 AMG,2015,Offroader / SUV,Qara,130400,Avtomat,Tam,0,7057,1,Rəsmi diler,7,1,1,1,1,1,1,1,1,1,1,1,0,1,5,544,Benzin,0,0,27,5,2023
1,18800.0,Sumqayıt,Mazda,CX-9,2008,Offroader / SUV,Yaş Asfalt,198214,Avtomat,Tam,0,1813,1,Rəsmi diler,7,1,1,1,1,1,1,1,1,1,1,1,1,1,3,277,Benzin,0,0,26,5,2023
0,23900.0,Bakı,Ford,Fusion,2019,Sedan,Yaş Asfalt,73500,Avtomat,Ön,0,2266,1,Amerika,5,1,1,0,1,1,1,1,0,0,0,1,0,0,1,181,Benzin,0,0,27,5,2023
0,15900.0,Bakı,Toyota,Corolla,2006,Hetçbek,Yaş Asfalt,173000,Mexaniki,Ön,0,4100,1,Avropa,5,1,0,0,1,1,0,1,0,0,0,0,1,0,1,90,Dizel,0,0,28,5,2023
0,3400.0,Kürdəmir,GAZ,24-10,1989,Sedan,Ağ,246369,Mexaniki,Arxa,0,270,2,Digər,4,1,0,0,0,0,0,0,0,0,0,0,0,0,2,131,Benzin,0,0,26,5,2023
0,33000.0,Bakı,Kia,Sorento,2013,Offroader / SUV,Yaş Asfalt,152000,Avtomat,Ön,0,132,1,Koreya,7,1,1,0,1,1,1,1,1,1,1,1,0,1,2,184,Dizel,0,0,26,5,2023
0,12500.0,Bakı,Opel,Astra,2009,Hetçbek,Gümüşü,240000,Mexaniki,Ön,0,642,2,Avropa,5,1,1,1,1,1,1,1,0,0,0,1,0,1,1,90,Benzin,0,0,25,5,2023
0,288150.0,Bakı,Lexus,LX 500d,2023,Offroader / SUV,Qara,0,Avtomat,Tam,0,9213,1,Rəsmi diler,4,1,1,1,1,1,1,1,1,1,1,1,1,1,3,300,Dizel,0,0,28,5,2023
0,4300.0,Bakı,LADA (VAZ),2107,2002,Sedan,Tünd qırmızı,20000,Variator,Arxa,0,368,2,Rusiya,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,75,Benzin,0,1,27,5,2023
0,10500.0,Zaqatala,Mercedes,C 180,1997,Sedan,Göy,545000,Mexaniki,Arxa,0,670,1,Avropa,5,1,1,1,1,1,0,1,0,0,1,1,1,0,1,122,Benzin,0,0,26,5,2023
0,57800.0,Bakı,Mercedes,C 300,2017,Sedan,Yaş Asfalt,115500,Avtomat,Arxa,0,2920,1,Amerika,4,1,1,1,1,1,1,1,1,1,1,1,0,0,2,245,Benzin,0,0,24,5,2023
0,40630.0,Bakı,Ford,Mustang,2018,Kupe,Göy,130000,Avtomat,Arxa,0,11079,2,Amerika,4,1,1,0,1,1,0,1,1,1,1,1,1,1,2,317,Benzin,1,0,14,5,2023
0,9600.0,Bakı,LADA (VAZ),2115,2012,Sedan,Qara,172000,Mexaniki,Ön,0,333,1,Rusiya,5,0,0,0,0,1,0,0,0,0,0,0,0,0,1,81,Benzin,0,0,25,5,2023
0,28900.0,Bakı,Ford,Fusion,2017,Sedan,Yaş Asfalt,140013,Avtomat,Tam,0,3270,1,Avropa,5,1,1,1,1,1,1,1,1,1,1,1,1,0,2,249,Benzin,0,0,25,5,2023
1,25500.0,Bakı,Kia,Sorento,2010,Offroader / SUV,Qəhvəyi,126117,Avtomat,Ön,0,15708,1,Koreya,7,1,1,0,1,1,1,1,1,1,0,1,1,0,2,184,Dizel,0,0,26,5,2023
1,17900.0,Sumqayıt,Honda,Accord,2010,Sedan,Ağ,219000,Avtomat,Ön,0,4835,2,Rəsmi diler,5,1,1,1,1,1,1,1,0,1,1,1,1,0,2,190,Benzin,0,0,28,5,2023
0,71400.0,Bakı,Jeep,Wrangler,2018,Offroader / SUV,Boz,100000,Avtomat,Tam,0,1567,2,Rəsmi diler,5,1,1,0,1,1,1,1,1,1,1,1,1,0,2,272,Benzin,0,0,26,5,2023
1,101150.0,Bakı,Mercedes,E 300 de,2021,Sedan,Qara,35000,Avtomat,Arxa,0,7232,1,Avropa,5,1,1,1,1,1,1,1,1,1,1,1,0,0,2,311,Plug-in Hibrid,0,0,27,5,2023
1,39950.0,Bakı,Toyota,Corolla,2023,Sedan,Ağ,0,Avtomat,Ön,0,11532,1,Rəsmi diler,5,1,1,0,1,1,1,1,1,0,1,1,1,1,1,178,Hibrid,0,0,28,5,2023
0,14000.0,Bakı,Opel,Astra,2008,Universal,Göy,187000,Mexaniki,Ön,0,867,1,Avropa,5,1,1,0,0,1,0,1,0,0,0,0,0,0,1,90,Dizel,0,0,26,5,2023
0,11250.0,Bakı,Opel,Astra,2005,Hetçbek,Mavi,195000,Mexaniki,Ön,0,493,0,Avropa,5,1,1,0,0,1,0,1,0,0,0,0,0,0,1,90,Benzin,0,0,28,5,2023
0,12500.0,Bakı,Honda,Civic,2006,Sedan,Boz,295350,Avtomat,Tam,0,263,2,Avropa,5,1,1,0,1,1,0,1,1,0,1,0,0,0,1,99,Hibrid,0,0,26,5,2023
1,474130.0,Bakı,Land Rover,Range Rover,2022,Offroader / SUV,Qara,0,Avtomat,Tam,0,1221,1,Rəsmi diler,5,1,1,1,1,1,1,1,1,1,1,1,1,1,4,530,Benzin,0,0,26,5,2023
0,5600.0,Şəki,LADA (VAZ),2104,1999,Universal,Yaşıl,10000,Mexaniki,Arxa,0,420,2,Rusiya,5,0,0,0,0,0,0,0,0,1,0,0,0,0,1,75,Benzin,0,1,27,5,2023
1,176120.0,Bakı,Lexus,LX 450,2017,Offroader / SUV,Qara,33300,Avtomat,Tam,0,644,1,Rəsmi diler,5,1,1,0,1,1,1,1,1,1,1,1,1,1,4,272,Dizel,0,0,25,5,2023
1,13900.0,Bakı,Chevrolet,Cruze,2012,Sedan,Ağ,122000,Avtomat,Ön,0,34984,1,Amerika,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,141,Benzin,0,0,28,5,2023
0,16700.0,Mingəçevir,Mercedes,E 280,2001,Sedan,Qara,378000,Avtomat,Arxa,0,1297,2,Avropa,5,1,1,0,1,1,1,1,1,1,1,1,1,1,2,204,Benzin,0,0,26,5,2023
0,15500.0,Bakı,Hyundai,Grandeur,2007,Sedan,Qara,344000,Avtomat,Ön,0,892,1,Koreya,5,1,1,1,1,1,1,1,1,1,0,1,0,0,3,235,Benzin,0,0,28,5,2023
0,79050.0,Bakı,Bentley,Continental GT,2011,Kupe,Qara,89000,Avtomat,Tam,0,238,2,Rəsmi diler,4,1,1,0,1,1,1,1,1,1,1,1,0,1,6,625,Benzin,0,0,28,5,2023
0,24500.0,Bakı,Hyundai,Santa Fe,2010,Offroader / SUV,Gümüşü,201000,Avtomat,Arxa,0,81,2,Koreya,7,0,1,1,0,1,1,1,1,1,0,1,0,0,2,184,Dizel,0,1,28,5,2023
1,149600.0,Bakı,Toyota,Land Cruiser,2022,Offroader / SUV,Ağ,0,Avtomat,Tam,0,10378,1,Avropa,5,1,1,0,1,1,0,1,0,0,1,1,0,0,3,300,Dizel,0,0,28,5,2023
0,13800.0,Bakı,Toyota,Prius,2008,Liftbek,Yaş Asfalt,210000,Avtomat,Ön,0,547,2,Amerika,5,1,1,0,1,1,0,1,0,0,1,1,0,0,1,76,Hibrid,0,0,26,5,2023
0,7200.0,Hacıqabul,LADA (VAZ),2115,2007,Sedan,Qara,278590,Mexaniki,Ön,0,136,1,Rusiya,5,0,0,0,0,1,0,0,0,0,0,0,0,0,1,80,Benzin,0,0,28,5,2023
0,17000.0,Bakı,Nissan,X-Trail,2004,Offroader / SUV,Qara,250000,Avtomat,Tam,0,238,2,Avropa,5,1,1,1,1,1,1,1,1,1,0,1,0,0,2,170,Benzin,0,0,27,5,2023
0,63750.0,Bakı,Toyota,Land Cruiser,2011,Offroader / SUV,Ağ,220000,Avtomat,Tam,0,1838,1,Rəsmi diler,7,1,1,1,1,1,1,1,1,1,1,1,1,1,4,282,Benzin,0,0,12,5,2023
0,23000.0,Bakı,Ford,Transit,2008,Furqon,Ağ,147356,Mexaniki,Ön,0,1197,1,Avropa,3,0,1,0,0,1,0,1,0,0,0,0,0,0,2,125,Dizel,0,0,28,5,2023
0,7700.0,Bakı,Opel,Astra,2005,Hetçbek,Gümüşü,290000,Mexaniki,Ön,0,14242,0,Avropa,5,0,0,0,0,0,1,1,0,0,0,1,0,1,1,90,Benzin,0,0,28,5,2023
0,36500.0,Bakı,BMW,528,2013,Sedan,Yaş Asfalt,134000,Avtomat,Arxa,0,17711,2,Amerika,5,1,1,1,1,1,1,1,1,1,1,0,1,0,2,245,Benzin,0,0,26,5,2023
1,30900.0,Sumqayıt,Kia,Sportage,2014,Offroader / SUV,Ağ,142000,Avtomat,Ön,0,605,1,Koreya,7,1,1,1,1,1,1,1,1,1,1,1,1,0,2,184,Dizel,0,0,28,5,2023
0,191250.0,Bakı,Lexus,LX 570,2018,Offroader / SUV,Yaş Asfalt,148000,Avtomat,Tam,0,186,1,Rəsmi diler,7,1,1,1,1,1,1,1,1,1,1,1,1,1,5,367,Benzin,0,0,27,5,2023
0,12400.0,Bakı,Opel,Astra,2010,Hetçbek,Qara,185000,Mexaniki,Ön,0,1166,1,Avropa,5,1,1,0,0,1,0,1,0,0,0,0,1,0,1,90,Benzin,0,0,28,5,2023
1,100175.12000000001,Bakı,Volvo,XC60,2023,Offroader / SUV,Boz,0,Avtomat,Tam,0,3413,1,Avropa,5,1,1,1,1,1,1,1,1,1,0,1,0,0,2,249,Hibrid,0,0,25,5,2023
0,18500.0,Bakı,Hyundai,Elantra,2012,Sedan,Gümüşü,141002,Avtomat,Ön,0,2347,2,Amerika,5,1,1,0,1,1,1,1,0,0,1,1,1,0,1,150,Benzin,0,1,27,5,2023
0,20500.0,Bakı,Chevrolet,Malibu,2016,Sedan,Gümüşü,147000,Avtomat,Ön,0,241,1,Amerika,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,160,Benzin,0,0,28,5,2023
1,102000.0,Bakı,Land Rover,Range Rover,2016,Offroader / SUV,Ağ,129800,Avtomat,Tam,0,6881,1,Avropa,5,1,1,1,1,1,1,1,1,1,1,1,1,1,3,340,Benzin,0,0,25,5,2023
1,41140.0,Bakı,Volkswagen,Bora,2022,Sedan,Ağ,0,Avtomat,Ön,0,8395,1,Avropa,5,1,1,1,1,1,1,1,0,1,1,1,0,0,1,113,Benzin,0,0,18,5,2023
0,6600.0,Masallı,LADA (VAZ),2107,2005,Sedan,Yaşıl,85000,Mexaniki,Arxa,0,568,1,Rusiya,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,75,Benzin,0,1,28,5,2023
1,303450.0,Bakı,Land Rover,RR Sport,2022,Offroader / SUV,Qara,0,Avtomat,Tam,0,2256,1,Rəsmi diler,5,1,1,1,1,1,1,1,1,1,1,1,1,1,3,400,Benzin,0,0,24,5,2023
0,24000.0,Bakı,Iveco,35C15,2009,Yük maşını,Ağ,459000,Mexaniki,Arxa,0,2316,2,Digər,3,0,1,0,1,1,0,0,0,0,0,1,0,0,3,250,Dizel,0,0,28,5,2023
0,33000.0,Bakı,Hyundai,Santa Fe,2013,Offroader / SUV,Gümüşü,66000,Avtomat,Tam,0,2137,2,Koreya,7,1,1,1,1,1,1,1,1,1,1,1,1,1,2,184,Dizel,1,0,25,5,2023
0,41650.0,Bakı,Ford,Mustang,2015,Kupe,Ağ,177777,Avtomat,Arxa,0,6467,2,Amerika,4,1,1,0,1,1,0,1,1,1,1,1,1,1,2,317,Benzin,0,0,25,5,2023
0,19000.0,Bakı,Hyundai,Sonata,2011,Sedan,Yaş Asfalt,196340,Avtomat,Ön,0,3882,3,Amerika,5,1,1,1,0,1,0,1,0,0,1,1,0,0,2,198,Benzin,0,1,28,5,2023
0,9800.0,Şirvan,Mercedes,C 180,1995,Sedan,Yaş Asfalt,504621,Avtomat,Arxa,0,460,1,Avropa,5,1,1,0,0,1,0,1,0,0,1,1,1,0,1,129,Benzin,0,0,27,5,2023
0,57800.0,Bakı,Toyota,RAV4,2019,Offroader / SUV,Ağ,75000,Avtomat,Tam,0,1369,1,Rəsmi diler,5,1,1,1,0,1,1,1,1,1,0,1,0,1,2,175,Benzin,0,0,27,5,2023
0,22900.0,Bakı,Toyota,Auris,2013,Universal,Ağ,144000,Mexaniki,Ön,0,311,1,Avropa,5,0,1,0,0,1,0,1,0,0,0,0,0,0,1,90,Dizel,0,0,27,5,2023
0,54800.0,Bakı,Hyundai,Tucson,2022,Offroader / SUV,Qara,11250,Avtomat,Tam,0,395,1,Rəsmi diler,5,1,1,1,1,1,1,1,1,1,1,1,1,1,2,150,Benzin,0,0,25,5,2023
0,17350.0,Sumqayıt,Mercedes,E 270,2001,Sedan,Qara,528761,Avtomat,Arxa,0,1177,1,Avropa,5,1,1,0,0,1,0,1,1,1,1,1,0,1,2,170,Dizel,0,0,28,5,2023
0,1750.0,Bakı,Hyundai,Excel,1994,Sedan,Ağ,285500,Mexaniki,Ön,0,443,3,Koreya,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,72,Benzin,0,0,27,5,2023
1,169490.0,Bakı,Toyota,Land Cruiser,2022,Offroader / SUV,Ağ,0,Avtomat,Tam,0,5374,1,Rəsmi diler,7,1,1,0,1,1,1,1,1,1,1,1,0,1,3,415,Benzin,0,0,26,5,2023
0,19500.0,Bakı,Toyota,Prius,2014,Liftbek,Göy,293229,Variator,Ön,0,3457,1,Amerika,5,1,1,0,0,1,0,1,0,0,1,1,1,0,1,99,Hibrid,0,0,26,5,2023
1,22700.0,Bakı,Nissan,Juke,2013,Offroader / SUV,Yaş Asfalt,111000,Avtomat,Ön,0,512,2,Amerika,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,117,Benzin,0,0,25,5,2023
0,26500.0,Sumqayıt,Kia,Optima,2014,Sedan,Ağ,187000,Avtomat,Ön,0,4982,2,Rəsmi diler,5,1,1,1,1,1,1,1,1,1,1,1,1,1,2,165,Benzin,0,0,28,5,2023
0,27500.0,Bakı,BMW,X5,2005,Offroader / SUV,Qara,97000,Avtomat,Tam,0,1934,2,Amerika,5,1,1,1,1,1,1,1,1,1,1,0,0,0,3,231,Benzin,0,0,27,5,2023
0,11400.0,Bakı,Opel,Astra,2008,Universal,Gümüşü,275000,Mexaniki,Ön,0,151,1,Avropa,5,1,1,0,0,1,0,1,0,0,0,0,0,0,1,110,Dizel,0,0,28,5,2023
0,12900.0,Sumqayıt,Mitsubishi,Outlander,2005,Offroader / SUV,Qara,243000,Avtomat,Tam,0,1610,1,Avropa,5,1,1,1,0,1,0,1,0,0,0,1,0,0,2,142,Benzin,0,0,25,5,2023
0,20400.0,Bakı,Nissan,Qashqai,2012,Offroader / SUV,Qara,190000,Avtomat,Tam,0,4223,2,Rəsmi diler,5,1,1,0,1,1,1,1,1,0,1,0,1,0,2,141,Benzin,0,0,27,5,2023
1,45900.0,Bakı,Mercedes,ML 350,2012,Offroader / SUV,Ağ,132000,Avtomat,Tam,0,5631,1,Amerika,5,1,1,1,1,1,1,1,1,1,1,1,1,0,3,306,Benzin,0,0,28,5,2023
0,4000.0,Gəncə,LADA (VAZ),2106,1987,Sedan,Ağ,56847,Mexaniki,Tam,0,106,3,Digər,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,65,Benzin,1,1,28,5,2023
1,51800.0,Bakı,Bestune,T99,2021,Offroader / SUV,Qara,54000,Avtomat,Ön,0,4005,1,Rəsmi diler,5,1,1,1,1,1,1,1,1,1,1,1,1,1,2,225,Benzin,0,0,27,5,2023
1,544000.0,Bakı,Mercedes,G 63 AMG,2022,Offroader / SUV,Göy,0,Avtomat,Tam,0,14881,1,Avropa,5,1,1,1,1,1,1,1,1,1,1,1,1,1,4,585,Benzin,0,0,27,5,2023
0,30900.0,Bakı,BMW,320,2012,Sedan,Göy,150000,Avtomat,Arxa,0,928,1,Avropa,5,1,1,1,1,1,1,1,1,1,1,0,0,0,2,163,Dizel,0,0,28,5,2023
0,12900.0,Bakı,Kia,Rio,2008,Sedan,Ağ,217000,Avtomat,Ön,0,1117,1,Avropa,5,0,1,0,0,1,0,1,0,0,0,0,0,0,1,97,Benzin,0,0,28,5,2023
0,81500.0,Bakı,Scania,R 420,2012,Dartqı,Qırmızı,820000,Avtomat,Arxa,0,2430,1,Avropa,2,1,1,1,1,1,1,1,1,1,1,1,1,1,12,420,Dizel,0,0,28,5,2023
0,22700.0,Bakı,Hyundai,Santa Fe,2008,Offroader / SUV,Ağ,186956,Avtomat,Ön,0,735,1,Koreya,4,1,1,1,1,1,1,1,1,0,1,1,1,1,2,184,Dizel,0,0,28,5,2023
